G,term,estimate,std.error,statistic,p.value,e_value,conf.low,conf.high
9,`Country of Origin`Somalia,-0.4095355619082106,0.37682330242606166,-1.0868106066465133,0.9965880336075614,1.0034236477635474,-Inf,Inf
9,`Country of Origin`Iraq,-0.05535820439812468,0.2733326277592492,-0.2025305388966738,1,0.975583545369654,-Inf,Inf
9,Jobwaiter,0.21070662431163373,0.34490777483516255,0.6109071458662656,1,0.9843738633595008,-Inf,Inf
9,Jobchild care provider,0.14722703788607713,0.2488693878537231,0.5915835577681099,1,0.9837787032793496,-Inf,Inf
9,Jobgardener,0.04310653252514241,0.08277625806940153,0.5207596179208885,1,0.9817393343129573,-Inf,Inf
9,Jobfinancial analyst,0.43627424401286513,0.4238544899822021,1.0293019286670397,0.9992556965395532,1.00074485786073,-Inf,Inf
9,Jobconstruction worker,0.44366661135830415,0.34157751272241654,1.2988753499087935,0.986268915654774,1.0139222519611804,-Inf,Inf
9,Jobteacher,0.6112649412339249,0.23206884857869176,2.6339810145895233,0.9223836444083817,1.084147584426653,-Inf,Inf
9,Jobcomputer programmer,0.30497812729182555,0.22831387316670504,1.335784475388158,0.9844166268087281,1.0158300589068572,-Inf,Inf
9,Jobnurse,0.5421290127397547,0.22415751296179603,2.418518146354308,0.9314427988966306,1.0736032327316083,-Inf,Inf
9,Jobresearch scientist,0.34677504122707936,0.38773522900275265,0.8943604173367943,1,0.994814578337848,-Inf,Inf
9,Jobdoctor,0.5459872060173927,0.24156479744281464,2.2602101456717576,0.9385141215630708,1.0655140684878839,-Inf,Inf
9,`Job Experience`1-2 years,-0.13407756819510108,0.18519200196624766,-0.723992217652777,1,0.9881716798664342,-Inf,Inf
9,`Job Experience`3-5 years,0.011252491084651539,0.19965276302289517,0.05636030733699969,1,0.9745422855756402,-Inf,Inf
9,`Job Experience`5+ years,-0.16130391948488287,0.1684649944842018,-0.9574922076764709,1,0.9975228532959987,-Inf,Inf
9,`Job Plans`contract with employer,0.21839870069390022,0.21886627234455003,0.9978636651246395,1,0.999316665812357,-Inf,Inf
